trial,score,test_score,time,alpha
0,0,0,1694012173.3835876,0
0,0.732281794316642,0.7386051355403735,1694012173.9666884,1
1,0.7303272621152825,0.7364505144671896,1694012174.627349,598.4448111249799
2,0.8054157781740962,0.8062396878274017,1694012174.7901528,0.0023736255074538783
3,0.7300497123114499,0.7359724688081829,1694012175.7140357,1748.9819466036743
4,0.7299975256785496,0.7358649538439875,1694012176.6542637,45445.614526194404
5,0.7301312376981697,0.7361022061340131,1694012177.326587,53212.190727798756
6,0.7350474262253668,0.7412118715369049,1694012177.829773,0.34236745473845726
7,0.7304495501953623,0.7365134452955582,1694012178.6620364,12.314722435370946
8,0.7300009009334137,0.7358506501156079,1694012179.5959857,569.2003337343318
9,0.7303742560483919,0.7365694054960612,1694012180.3265944,26.069544773992966
10,0.8327950667274906,0.8310161432770735,1694012180.4386332,0.0005201817014328516
11,0.8362946867516832,0.8336858658669963,1694012180.5415394,0.0003486442688919107
12,0.8169957583431757,0.8092281632883518,1694012180.609062,1.3901733903695646e-05
13,0.8274987725755869,0.8263970706633458,1694012180.72446,0.0007766335356800262
14,0.7940053396531951,0.7956383666145961,1694012180.9049718,0.003948991848926623
15,0.8148324796102151,0.8068540789674549,1694012180.9628847,1.0239686945904328e-05
16,0.7508776311734384,0.7556024260573223,1694012181.3306768,0.04298550282992623
17,0.8378387360345585,0.834082104237375,1694012181.4278898,0.00020165712451712493
18,0.83775643174287,0.8338547223564067,1694012181.5221581,0.0001875417637966056
19,0.756713706468624,0.7609605804023586,1694012181.8029194,0.027877500696061083
20,0.83475531089862,0.829251821599327,1694012181.9195056,9.47445882088934e-05
21,0.8362123824599946,0.8312581355940474,1694012182.0042207,0.00011952076598240678
22,0.8323931517636616,0.8264461996485409,1694012182.0932336,7.161543425218033e-05
23,0.7771508746713345,0.7796179956517223,1694012182.2864964,0.008786896339796358
24,0.8356837656212638,0.8332493093850443,1694012182.4062374,0.00038106741654537373
25,0.8121268233840772,0.8124326445655939,1694012182.5305054,0.0017505280470841273
26,0.8261024556017676,0.8191370780940351,1694012182.612594,3.7396505054511206e-05
27,0.8362108246500575,0.8336313834396004,1694012182.7349975,0.000353228279481693
28,0.7727768040023252,0.7755096191179227,1694012182.945547,0.011024387537813238
29,0.7405285804898325,0.746225844160461,1694012183.263621,0.12375354751156567
