trial,score,test_score,time,alpha
0,0,0,1694007184.3595269,0
0,0.769356880390441,0.7564724169454446,1694007184.4884949,1
1,0.7692652710113821,0.7565514994131689,1694007184.6614525,3.0770534432116476
2,0.769215747525277,0.7565108004854331,1694007184.9002657,141.87101103672114
3,0.769238967328286,0.7565294433488491,1694007185.0934618,10.656970429469133
4,0.7692904862662122,0.7565436151186835,1694007185.2906392,2.810812200618351
5,0.7695578768102376,0.756266866402127,1694007185.410211,0.1724042602486518
6,0.7692244549514053,0.7565193235075729,1694007185.6039884,28.7700840506779
7,0.7695272194140773,0.7563152300617171,1694007185.7243807,0.2376140477802551
8,0.7692121194310568,0.7565201817978587,1694007185.9160025,8274.276086161435
9,0.7692162917394099,0.7565113793323699,1694007186.111659,43313.93146405947
10,0.7696019581550125,0.7560128124775449,1694007186.2332816,0.06829913261377664
11,0.7692139334781669,0.7565142136863369,1694007186.455586,826.5143168905265
12,0.7693062684760699,0.7565377867288361,1694007186.634727,1.945132532521715
13,0.7692498516109464,0.756519323507573,1694007186.8254938,4.791214461655312
14,0.7692146590970109,0.7565174073246094,1694007187.0142117,18028.781815595452
15,0.7439611278729064,0.7327699522551079,1694007187.0412493,5.1328737458547164e-05
16,0.7456625226574484,0.7345275111976943,1694007187.0692925,7.435205853060184e-05
17,0.7376052510133267,0.726890963201303,1694007187.0905416,1.59288335616918e-05
18,0.7692119380263458,0.7565168683981509,1694007187.2888186,2119.3293640885163
19,0.7692175615723871,0.7565119182588284,1694007187.4989,604.7383484167909
20,0.7692130264546118,0.7565095030698847,1694007187.696854,5013.274471944538
21,0.7692150219064329,0.7565136747598784,1694007187.8951027,61120.01080274377
22,0.7692170173582541,0.7565106408035194,1694007188.0907032,980.8117097306143
23,0.769471528167798,0.7563684440594336,1694007188.2038352,0.4119017361827017
24,0.7692148405017218,0.7565206608435995,1694007188.3909936,638.6924212967849
25,0.7493258093915396,0.7381713127450119,1694007188.41941,0.0001523155554941782
26,0.7692201012383411,0.7565129961117454,1694007188.605363,25.07322588626922
27,0.7528446979756684,0.7415260700684237,1694007188.6413298,0.00027135190452611067
28,0.7692117566216349,0.7565212796110148,1694007188.8444362,27969.787735518115
29,0.7693039102148267,0.7564858701466678,1694007188.971788,1.653800875489864
30,0.7695979672513704,0.7562350897013148,1694007189.0814228,0.1401584867518829
31,0.7663734985132069,0.7527297124128736,1694007189.1365993,0.004421362475707938
32,0.7692137520734559,0.7565161697897786,1694007189.341982,552.5058672982482
33,0.7694628207416695,0.7563481245359245,1694007189.4751499,0.36433703707904097
34,0.769243139636639,0.7565416590152416,1694007189.6614602,4.8343655749956795
35,0.7373139150474481,0.726636050986435,1694007189.6839972,1.5413384215125345e-05
36,0.7692240921419834,0.7565127366286357,1694007189.8804169,15.009111045464069
37,0.769240599970685,0.7565215590543637,1694007190.0774255,13.211655088884026
38,0.7692315297351346,0.7565225770265631,1694007190.2638507,14.768621789008774
39,0.7692128450499008,0.7565205410821643,1694007190.4540157,27382.984787558453
40,0.7692162917394099,0.7565118384178715,1694007190.6518018,65.79653011946037
41,0.7695136140607518,0.7556755243554838,1694007190.7542708,0.03936216755882148
42,0.7695362896496276,0.7563166871591789,1694007190.884296,0.234595424780822
43,0.7692170173582539,0.7565162496307356,1694007191.0811524,94.69170997780161
44,0.742788346416241,0.7316555721003761,1694007191.1100252,4.0017938853369884e-05
45,0.7692235479278503,0.7565185650184831,1694007191.3049026,46.522940262853695
46,0.769218287191231,0.7565111996902171,1694007191.498254,50.86027407695676
47,0.7619962028365891,0.7493188268968215,1694007191.5400238,0.0012700640135334148
48,0.750852511439381,0.7395702660300683,1694007191.568149,0.00019465384042153053
49,0.7687395601588816,0.7545450961684325,1694007191.6349952,0.014265385399910171
50,0.7695350198166506,0.7557285986315261,1694007191.7270048,0.04336184068056701
51,0.7692402371612629,0.7565417188959592,1694007191.903557,5.034631679229715
52,0.769519419011504,0.7563009784509258,1694007192.029476,0.2432288769839084
53,0.769215021906433,0.7565199622352274,1694007192.2389967,76513.55496738426
54,0.7475048689024435,0.7362435328824981,1694007192.2690156,0.00010482095387452707
55,0.7618481765924069,0.749208925819767,1694007192.311152,0.0012267824683229042
56,0.7556495776172709,0.7440258904262709,1694007192.3478293,0.00041029401210349877
57,0.7692248177608274,0.7565219981796261,1694007192.541958,33.9690385310266
58,0.7654711914806542,0.7520588886937222,1694007192.5916948,0.003411269453930669
59,0.7694579228144723,0.7563644320513537,1694007192.7179027,0.4603707563110358
60,0.7648926918572504,0.7516167294748861,1694007192.7677915,0.0027813517732809484
61,0.7552865867905444,0.7436672648085015,1694007192.8029945,0.00038877276777818886
62,0.7484443639007529,0.7372093290165989,1694007192.8309023,0.00012698470419737914
63,0.769217017358254,0.7565093433879712,1694007193.0199444,36.58439644870376
64,0.7521129113714631,0.7407845871024918,1694007193.0511065,0.0002408959582584209
65,0.760523015178495,0.7480970806154141,1694007193.0917058,0.000924322695747755
66,0.7695805523991135,0.7558227710400881,1694007193.1912189,0.04866891972890963
67,0.769215566120566,0.7565163095114532,1694007193.3815339,1621.5572955007167
68,0.7468008372190222,0.7356188173159066,1694007193.4145913,9.354331532348303e-05
69,0.7692137520734558,0.7565204412809683,1694007193.629712,2395.791804707535
70,0.7466582531161701,0.7354641254620795,1694007193.677927,9.140797310621136e-05
71,0.769217017358254,0.7565117785371539,1694007193.876741,58156.01637128357
72,0.7694455872941238,0.7563708991688556,1694007193.9999661,0.485860974019781
73,0.7692110310027908,0.7565124571852869,1694007194.2041488,58561.323308840074
74,0.7692454978978822,0.7565168085174332,1694007194.389671,11.180344803164623
75,0.7692162917394099,0.756518744660636,1694007194.5768714,246.9652188127167
76,0.7403934414215163,0.7294925408586096,1694007194.6013184,2.4653462464495792e-05
77,0.767420929314566,0.7533985201478655,1694007194.660016,0.006730845560437349
78,0.7495892090319228,0.7383727714392929,1694007194.6887312,0.00015920826593743216
79,0.7680591110878913,0.7538929153126972,1694007194.7557433,0.009149597200543707
80,0.7493952873958555,0.7382146663845619,1694007194.7875493,0.00015391366847232707
81,0.7687905348826748,0.7545953959712254,1694007194.8620446,0.015129751464040643
82,0.7696050420350996,0.7562346904965309,1694007194.9860919,0.13887687809398974
83,0.743207209893958,0.7320806453544539,1694007195.0157695,4.380008602624772e-05
84,0.7692182871912311,0.756516588954802,1694007195.2168524,84.08551601517395
85,0.7692496702062354,0.7565324373847295,1694007195.401268,4.634624382121023
86,0.7664431579222339,0.7527533453360904,1694007195.4632246,0.004507076290850354
87,0.7692975610499413,0.756485590703319,1694007195.6085765,1.7079711660762649
88,0.746380341098906,0.7352596727319181,1694007195.6499646,8.697713691175418e-05
89,0.7692366090670428,0.7565395033094077,1694007195.8364718,5.747314402845941
90,0.7692159289299879,0.7565135350382038,1694007196.0309896,19631.883842304764
91,0.7688291740861193,0.7546180708029606,1694007196.1026263,0.015335202829675336
92,0.769218287191231,0.7565111398094995,1694007196.2942142,47.2175881353499
93,0.7512672026087449,0.7399815667190955,1694007196.3265767,0.00020795943270395895
94,0.7692108495980796,0.7565187247003968,1694007196.512553,145.63710628103195
95,0.7677403830106507,0.7536214360992901,1694007196.5726428,0.007835395619686469
96,0.7587967679485449,0.7465672879623789,1694007196.613334,0.000679068554393364
97,0.7692277202362034,0.7565268684779918,1694007196.7916052,7.330428264462484
