trial,score,test_score,time,alpha
0,0,0,1694056439.5330608,0
0,0.8413689876125279,0.8484381971873213,1694056442.8072007,1
1,0.844365672932926,0.8512650448814262,1694056444.9051971,0.2290598760735556
2,0.8595366098407342,0.8620955484905761,1694056445.1153595,1.816612583919038e-05
3,0.8403459932430565,0.8474694409898789,1694056449.0402262,3.1377965328267496
4,0.8443973757062808,0.8513043935525978,1694056450.5086758,0.22554018180814286
5,0.8455574265776336,0.8524166266245877,1694056451.8506572,0.15983725808418597
6,0.8577682136782389,0.8647711517249647,1694056452.5164816,0.020107043155140784
7,0.87988863047692,0.8859316923667685,1694056452.8986738,0.0011129773863956798
8,0.8396359671056663,0.8466829357496637,1694056456.3667324,15.585102522223588
9,0.8637637107245649,0.8708165036541382,1694056456.9257634,0.009920800965244343
10,0.8703385566229898,0.8772221012867143,1694056457.3645914,0.004658785885377867
11,0.8395940189238492,0.8466725931568084,1694056460.5999894,16.268155976268037
12,0.8406382773486197,0.8478175990538953,1694056462.5101724,1.9562346303969604
13,0.880456380753401,0.885058211453715,1694056462.7818394,0.00022171723475077212
14,0.841013877889036,0.8481287706438738,1694056464.760731,1.3670399695207536
15,0.8814001181894856,0.8870703990714991,1694056465.0691857,0.0006988736341000146
16,0.839097406577823,0.8462251376889596,1694056468.2892456,713.4301815779219
17,0.8390707298539024,0.8462079638773665,1694056471.5386071,3465.3964518555968
18,0.8415421930084173,0.8486087648452121,1694056473.4780514,0.8757262618707401
19,0.8390902541228586,0.8462160719594198,1694056476.8508186,2921.5602942625296
20,0.8718461781436828,0.8753366636340453,1694056477.028653,6.258276832557416e-05
21,0.8412299980147104,0.8483068930763811,1694056478.9761603,1.1283943455585326
22,0.8687004511265985,0.8718633187622657,1694056479.1510677,4.496401084278457e-05
23,0.8448874155261239,0.8518156921862201,1694056480.5484755,0.19108353893502653
24,0.8752157576701864,0.8790042406971622,1694056480.7635968,9.232284020997378e-05
25,0.8797577598820349,0.884151893872399,1694056480.9861214,0.00018689587538335214
26,0.8397813359200735,0.8468751888028621,1694056483.4384892,9.277972689158194
27,0.8772677390065315,0.8837342957250764,1694056483.8083084,0.001820203755334102
28,0.8770589646454151,0.8809929765920522,1694056484.0241504,0.00011734290701933661
29,0.8780566354581215,0.8844266535768316,1694056484.3921187,0.0015961072515023223
30,0.8543472137998307,0.8612756319936065,1694056485.2001781,0.031496540168317204
31,0.8426034626774268,0.8496049310418262,1694056486.6341004,0.4762937095898096
32,0.8801584906696224,0.8861649114513379,1694056487.0091474,0.0010409557360402466
33,0.8394697208551475,0.846530861328792,1694056490.431431,25.355212351873227
34,0.8419036819484988,0.8489653714881658,1694056492.3745182,0.677171006924609
35,0.8412371504696747,0.8483127453665771,1694056494.3067958,1.128150915551139
36,0.8489712740010775,0.855847579634294,1694056495.2640753,0.0739480133895524
37,0.8391035924848189,0.8462294151810664,1694056498.668877,863.7231190819243
38,0.839967879677923,0.8470490337432626,1694056501.156991,6.310180595160041
39,0.8818487897562928,0.8870356045461526,1694056501.438656,0.0004197454383030669
40,0.8391743437960864,0.8462964505051281,1694056504.7333639,101.74743415065026
41,0.8390765291417113,0.8462039843200334,1694056508.052428,44209.01115085734
42,0.8413703407796834,0.8484400060770182,1694056509.9797328,1.0001925415927648
43,0.839086387930986,0.8462185192807744,1694056513.191207,7855.984889866661
44,0.8557825375325074,0.8627267233084652,1694056513.885206,0.026069729606071575
45,0.8401147949690791,0.8472099610831214,1694056516.4172766,4.692899743405532
46,0.8449287837791599,0.8518548493278943,1694056517.807469,0.18856436935126294
47,0.8443127061042723,0.85121952470423,1694056519.202606,0.23306262319394241
48,0.839090640742046,0.846206176268725,1694056522.53091,582.8970400398887
49,0.8405480017683962,0.8476906575592831,1694056525.1227188,2.270082992597826
50,0.8390668636620299,0.8462026648946074,1694056528.3565369,34468.490893030896
51,0.8403989600717101,0.8475655249543677,1694056530.5577734,2.767461586969395
52,0.8723766196685939,0.8758954403019475,1694056530.7325757,6.621390825772821e-05
53,0.8517263223294425,0.8586217779976912,1694056531.655647,0.04607061574576498
54,0.8391051389615678,0.8462244566951913,1694056535.061262,3224.816743524898
55,0.8468837236995047,0.8537295400476581,1694056536.0846703,0.11554480672990344
56,0.859829667184672,0.8623947601274998,1694056536.2317698,1.8707840518102305e-05
57,0.8739555724293353,0.8806661847075146,1694056536.6743045,0.0029632779538374078
58,0.8691239924462342,0.872317073422471,1694056536.850031,4.69292601338031e-05
59,0.8390912206708268,0.8462159017109778,1694056540.22788,86800.07775452359
60,0.8391061055095361,0.846253015871347,1694056543.3701057,50792.914545477746
61,0.8391138378932811,0.8462316709729237,1694056546.743387,1005.9664836452465
62,0.8396962796988778,0.8468053869416168,1694056549.1203728,10.427284283418704
63,0.8390894808844842,0.8462270317028775,1694056552.3727915,446.27093679379436
64,0.8818572953784123,0.8871849549919514,1694056552.6555114,0.0004923279205178158
65,0.8651151380936078,0.872146484483525,1694056553.1888201,0.008515934613248946
66,0.8407509768417041,0.8479032340202525,1694056555.1073482,1.7404788613142967
67,0.8532378100420082,0.8601745501945717,1694056555.821884,0.03683348497102878
68,0.8641410510513239,0.866944713584768,1694056555.9741445,2.8627910608986438e-05
69,0.8390612576838147,0.8461997281089818,1694056559.2079194,67847.59434078731
70,0.844002830825689,0.8509238670035344,1694056560.6453586,0.2591487948611751
71,0.8412758123884,0.848342730373435,1694056562.6281853,1.0964892893556903
72,0.8590311052534008,0.8660758719417606,1694056563.289526,0.017195435337484764
73,0.8716729727477934,0.878514244399853,1694056563.7245693,0.003957742435282527
74,0.8489739803353882,0.8558476860395703,1694056564.6858618,0.073943304171531
75,0.8390751759745558,0.8462140076970598,1694056567.8800468,2090.1092936520604
76,0.8391275628744285,0.8462463549010516,1694056571.1494358,233.06151373524796
77,0.8499277698703415,0.8568157825242996,1694056572.0993645,0.06195918113706902
78,0.8567427062840501,0.8591327361344294,1694056572.2457616,1.3495014854732572e-05
79,0.839083874906269,0.8462034522936519,1694056575.6543462,941.9967194117403
80,0.8698778998613776,0.8767735604850472,1694056576.0762842,0.004941831985203766
81,0.8399060206079626,0.846992745352106,1694056578.4220738,6.711952668910742
82,0.8594515536195384,0.8620056147510572,1694056578.5677066,1.800982191722212e-05
83,0.8393249319695212,0.846419135788689,1694056581.9491317,41.88130375329774
84,0.8488908572101288,0.8557667116243146,1694056582.91645,0.07502988118800936
85,0.8414878730126082,0.8485417933643158,1694056584.9129112,0.9348415080862235
86,0.8460364477506399,0.8528991532715013,1694056585.991552,0.14094782343920226
87,0.8541745883327221,0.8611024467659191,1694056586.8337617,0.03226405973095329
88,0.8403284020700366,0.8474547144996406,1694056589.462833,3.23429070945312
89,0.8390749826649622,0.8462063677982222,1694056592.7901301,53592.85565910982
90,0.877959594042121,0.8820156589835176,1694056593.003029,0.00013420297779296887
91,0.861027220117188,0.8680606282793174,1694056593.5332055,0.013570169874668794
92,0.8632330758900602,0.8659594645695009,1694056593.6865706,2.6180449460331763e-05
93,0.8391256297784923,0.8462432265859285,1694056596.9921474,242.1015590792988
