trial,score,test_score,time,alpha
0,0,0,1694056433.6532066,0
0,0.07429890851906029,0.07165616114348106,1694056433.657516,1
1,0.0700940170525105,0.06605440788175398,1694056433.6618476,5423.679624200623
2,0.03184041216957756,0.029264214768562447,1694056433.6658154,48462.59085520994
3,0.0707597612883929,0.0667662008171771,1694056433.6699893,4919.776822188165
4,0.0742993339268635,0.0716560042135812,1694056433.6739886,2.03496486644523
5,0.0742984975252653,0.0716563118127862,1694056433.6776185,0.0021246298547225036
6,0.07429849665468602,0.07165631213095813,1694056433.6810772,1.3001337815686142e-05
7,0.07429857978604837,0.07165628173014749,1694056433.684539,0.20169177263162488
8,0.0742985401664138,0.07165629622359837,1694056433.6882226,0.1055634560968822
9,0.07429919041099042,0.0716560572669308,1694056433.69191,1.6855696914008182
10,0.0742987471720824,0.07165622040313169,1694056433.695702,0.6080201301786483
11,0.07429996628591373,0.07165576909303994,1694056433.6994903,3.5773772287163306
12,0.07429961319973877,0.07165590064902361,1694056433.7030954,2.7155648303100923
13,0.07440207110703723,0.07154615154360089,1694056433.706376,406.40192465390766
14,0.07434620401350822,0.07163083098331424,1694056433.7096875,132.96757268874086
15,0.07430488194741003,0.07165386394360884,1694056433.713197,15.733341199014026
16,0.0742985718169411,0.07165628464605445,1694056433.7169805,0.18235501218044767
17,0.0742984998551427,0.07165631096126213,1694056433.7209132,0.007775893077365151
18,0.029315432588501,0.026917411615402398,1694056433.7247984,54771.21965793845
19,0.07429850562202,0.07165630885345509,1694056433.7286336,0.021764087090998543
20,0.07429849728495186,0.07165631190061428,1694056433.732197,0.0015417381114152262
21,0.07429849666808752,0.07165631212606016,1694056433.7356977,4.550759431822198e-05
22,0.025276767181464543,0.02317216263423183,1694056433.738846,67407.07241698996
23,0.07429849672762345,0.07165631210430179,1694056433.7425714,0.00018991406480515274
24,0.07429850351198697,0.07165630962469816,1694056433.7463665,0.016645924942538155
25,0.0742984966704422,0.07165631212519963,1694056433.7502408,5.1218687759726215e-05
26,0.07429849737859928,0.07165631186638866,1694056433.753936,0.0017688841467551745
27,0.0742985322537254,0.07165629911715032,1694056433.757492,0.0863672615124981
28,0.06484461236601047,0.060683556648095216,1694056433.761054,9150.61005772141
29,0.07429850839277374,0.07165630784067367,1694056433.764974,0.028484993190928367
30,0.02447832938713257,0.022432867916225008,1694056433.7688317,70387.31078037489
31,0.07429849665731525,0.07165631212999735,1694056433.772692,1.9378514829370006e-05
32,0.07429851020199929,0.0716563071793328,1694056433.7761817,0.03287360728687181
33,0.07429852324143893,0.07165630241239229,1694056433.7797983,0.06450433347833773
34,0.07440509333770129,0.07153368809678451,1694056433.7836828,438.12830727669444
35,0.0469500463185657,0.04341907939603773,1694056433.7870877,24436.507335692022
36,0.07429850313690955,0.07165630976179127,1694056433.7904336,0.01573613108454068
37,0.07429858371759779,0.07165628029146076,1694056433.7937229,0.21123181363528737
38,0.07429849872255367,0.07165631137520467,1694056433.7970922,0.005028719550876887
39,0.07434633166838733,0.07121634862579773,1694056433.8004136,1024.6106442430832
40,0.07430820341785371,0.0716524956776613,1694056433.8037283,24.120597475838444
41,0.07429849666937494,0.07165631212558976,1694056433.807104,4.862967135682749e-05
42,0.07430293194510584,0.0716546363938817,1694056433.8103733,10.875388087956594
43,0.07437517498871349,0.07129468834622588,1694056433.8140306,903.1202583964861
44,0.07429849665794108,0.07165631212976842,1694056433.817759,2.0896885555775947e-05
45,0.07429864439515244,0.07165625807677756,1694056433.8211524,0.3584909702693113
46,0.07439352317675929,0.0713577268372595,1694056433.824388,797.4903073701851
47,0.02289331369250691,0.020966300025645146,1694056433.8275983,76906.87789604416
48,0.07430132703204895,0.07165525557251218,1694056433.8314059,6.912663795047255
49,0.07429849665942556,0.07165631212922596,1694056433.8352847,2.449756825796405e-05
50,0.07429861668079629,0.0716562682257883,1694056433.8389258,0.2912252824720455
51,0.07429849696331636,0.07165631201816292,1694056433.8426654,0.0007615968742268912
52,0.0743060413849127,0.07165339395192738,1694056433.8465436,18.64474588278668
53,0.07429849723596227,0.07165631191851873,1694056433.8500671,0.0014229118452146563
54,0.074298496782645,0.07165631208419321,1694056433.8536181,0.00032337100514254923
55,0.07429944210599837,0.07165596414798825,1694056433.857045,2.2984923719940076
56,0.07429849669092248,0.07165631211771484,1694056433.8606188,0.00010089460449492566
57,0.07436625714876699,0.07161263408383489,1694056433.8642821,204.91998707252353
58,0.04651971736385774,0.04301258570837696,1694056433.8674943,24917.84008942394
59,0.044644068351530675,0.04124359969739022,1694056433.8705842,27113.266612610965
60,0.07429851969305279,0.07165630370969833,1694056433.8739002,0.055896556000826006
61,0.07430220146263544,0.07165492004777951,1694056433.8771963,9.06781098273079
62,0.07431496893018397,0.07164949141729471,1694056433.8804502,41.67034755529182
63,0.07429902199507699,0.07165611938035721,1694056433.8837452,1.2758644966462203
64,0.0742987074619873,0.0716562349660147,1694056433.8870754,0.5115944406026022
65,0.07429849665438315,0.07165631213106882,1694056433.8903756,1.2266561931600558e-05
66,0.07429849666901156,0.07165631212572243,1694056433.8937366,4.774897306337602e-05
67,0.0742985885371209,0.07165627852771894,1694056433.8971822,0.22292680094487932
68,0.07429858177076276,0.07165628100388399,1694056433.9005005,0.20650772809338216
69,0.07429849694719692,0.07165631202405431,1694056433.9038541,0.0007224983426545531
70,0.07429931208309515,0.07165601229587182,1694056433.9072556,1.981769622334518
71,0.07430249436300584,0.07165480668118296,1694056433.9105675,9.791799889169013
72,0.07435474266576447,0.07162387751936639,1694056433.9140036,161.89918662313013
73,0.07429850142621708,0.0716563103870489,1694056433.9173908,0.011586668089616305
74,0.07429854226338051,0.07165629545671182,1694056433.9207823,0.11065082281444935
75,0.07405824006252404,0.07068996858149179,1694056433.9241743,1689.7568083560018
76,0.0743015394701908,0.07165517445943481,1694056433.9274595,7.4353858798604024
77,0.07434095467319035,0.0716346373045883,1694056433.9308505,116.18643708536385
78,0.07429902201672,0.07165611937238514,1694056433.9342608,1.2759171260896762
79,0.0738603320791843,0.0703982362326031,1694056433.9376364,1998.0971940900852
80,0.07435448214450147,0.07162410524977902,1694056433.941329,160.98303646309463
81,0.07117162900078056,0.06721279160262661,1694056433.9450362,4598.5067553816625
82,0.0742984970952788,0.0716563119699345,1694056433.9487517,0.001081677314417349
83,0.07429850063531507,0.07165631067611788,1694056433.9522672,0.009668264270844669
84,0.07429873268879894,0.07165622571558627,1694056433.9557161,0.5728490809080711
85,0.07429885216931331,0.07165618185588218,1694056433.9592948,0.8630679297626281
86,0.07430335824237966,0.0716544694302832,1694056433.962827,11.933320563265536
87,0.0741372983674129,0.07081599374877878,1694056433.9663825,1546.5208173937338
